"","id","quote","rating","date","reviewnospace"
"462","rn423182485","Comfortable enough but no checking of seat belts, lap trays & armrests",2,"Reviewed September 28, 2016
","Information on gate number very late in coming, boarding confusing, no checking of seat belts on, lap trays up or arm rests down, made me nervous. Comfortable enough though."
"463","rn423053312","Not bad for a budget airline.",3,"Reviewed September 28, 2016
","Check in staff were friendly and gave me an emergency exit seat as im well over 6 foot (didn't ask or maybe just good luck). Flight was smooth even considering the crap weather in surabaya on take off. Food and drink service seemed minimal but for a flight that needs to decend when you reach cruising altitude less than (50..."
"464","rn423029119","Reasonable price",3,"Reviewed September 27, 2016
","Price comes with services, maybe those can explain this review.Very cheap flight, reasonable service.Delayed flight."
"465","rn423003176","On Schedule and Convenience",4,"Reviewed September 27, 2016
","I've to go to bali with limited budget, and i found that Lion air could meet my budget, but frankly i was quite doubtful for this airlines because of the bad news before.On the departure date, i found there was quite crowded in front of check in counter, long queuing line and i took around 30 minutes to check..."
"466","rn422995923","Good",4,"Reviewed September 27, 2016
","Good flight , on schedule and flight in a good condition. Take off and landing , both perfect. Only the waiting time for baggage arrival take almost 1hour."
"467","rn422066356","Sometimes Cheap means going too far...",2,"Reviewed September 25, 2016
","Lion Air already has a reputation as being inexpensive, so we all know that its a cheap service. But I think that there are still some minimum levels of service that all airlines should try to observe. I am mid-height for a man - just under 6foot tall, but there was no way that I could fit in the standard..."
"468","rn422040072","Budget Airlines",3,"Reviewed September 25, 2016
","We flight from Bali to Lombok, it was okay. They took off on time. For a short trip is alright.Price is reasonable."
"469","rn421080610","<f0><U+009F><U+0098><U+00A1><f0><U+009F><U+0098><U+00A1><f0><U+009F><U+0098><U+00A1><f0><U+009F><U+0098><U+00A1>",1,"Reviewed September 22, 2016
","I booked this flight on the cheap to save money knowing it wouldn't be the best but it has turned out to be a nightmare. This airline offers free checked in baggage upto 15kgs, my bag consequently is over this and I wanted to purchase extra baggage allowance. Firstly, the manage my booking section online did not recognise my booking..."
"470","rn420777849","Good",4,"Reviewed September 21, 2016
","The flight is nice, between the take off for flying and the landing, I enjoy this flight, the flight delay only 10 minutes, services from the cabin crews also good, overall is good"
"471","rn419330466","Kamol Praparujivong",2,"Reviewed September 16, 2016
","My name is Kamol Praparujivong your passenger with flight SL105We just arrived in Bangkok with Lion Air with flight SL105 / 20:30 on 15 Sep, when we checking in at the counter, we told to the staff ( Ms.Thamolai ) can you put a fragile sticker on my stuff? (We have 3 baggages) She put on the first one.....thats..."
"472","rn418723125","Never on time",1,"Reviewed September 15, 2016
","I loath to use this airline and again it is reinforced why. 2hour delays each way between lombok n Bali. Last time I took them I was at the terminal on time, the attendant had my boarding pass and then refused to give I it to me. With the immediate response outside the door to buy my passage on for..."
"473","rn418141504","Very pleased",4,"Reviewed September 13, 2016
","I had read many negative comments about this airline so I was hesitant to fly with them. I flew with Thai Lion air from Udon Thani - Bangkok and I was very pleased."
"474","rn417690114","Cheap, On Time - a solid budget airline",4,"Reviewed September 12, 2016
","Check in was quick and efficient in Jakarta, and the flight came with 30kg baggage allowance, which is excellent (although we didnt need it.) We boarded and took off on time. There are no frills or extras on board - this is a budget airline - but they did provide some water and a wafer buiscuit as it was quite..."
"475","rn417685950","Cheap, on-time, no frills airline",4,"Reviewed September 12, 2016
","This is a no frills budget airline. We checked in at the airport, plenty of desks. It was quick and efficient. The flight included 20kg baggage allowance, which is excellent for a budget carrier.We boarded and took off on time, and landed on schedule. There are no frills on board. You get what you pay for BUT the cost..."
"476","rn417481223","Cheap and on time",3,"Reviewed September 12, 2016
","I have been reading very bad reviews about Lion Air, but I have no complaints. My flight was on time, in fact it departed earlier. The seats were comfortable and I had a pleasant flight."
"477","rn417094518","reasonable price",4,"Reviewed September 11, 2016
","staff service not much professional as we known we have many nationality of guest on board and how they will be impression with those service."
"478","rn416415338","It is OK for short trip",3,"Reviewed September 9, 2016
","It is OK to travel with them. They serve chocolate waffle and water on short haul trips 1hr25min. There are no adverts everywhere like Ryanair so flight is quiet. I would use them again."
"479","rn414761815","Extremely Bad Costumer Service!",1,"Reviewed September 4, 2016
","The service desk was rude and ignored us. The woman looked over the the lady in the back of us on line (who spoke thai) and helped them. They barrly spoke english and therefore did not want to help us. we then missed our flight and we're forced to pay in full for a new flight much later in the..."
"480","rn412077995","Lack of maintenance",2,"Reviewed August 28, 2016
","I sit on 21B and I fly with my business partner.He sit on 21A.But, his AC window upon our head is broken,... no air from AC window..Please need more attention for maintenance a small things.."
"481","rn410328685","Cheap, no frills, but on time",4,"Reviewed August 24, 2016
","Flew Jakarta to Denpasar, and booked based on price alone through Traveloka. Check-in was quick, with 20kg free. Extra kg are only 16,000 Rp each ... so cheap. We boarded and flew on time, arrived on time, and bags were off quick.On board very few services and facilities, with Instant Noodles being sold for snacks. But I flew for..."
"482","rn409128628","Average Budget Airline, Delay Too Often",3,"Reviewed August 23, 2016
","Actually this is an average budget airline, you know, with the not-so-comfortable chair, no meals, including 20kg free baggage. But it got delayed too often. My flight from Surabaya to Jakarta got delayed about an hour and a half. My other flight with this airline from Surabaya to Lombok got delayed about an hour."
"483","rn409082155","LION AIR DIDN:T LET ME DOWN!",5,"Reviewed August 22, 2016
","While travelling to explore more of Indonesia - which is amazingly still very natural in many parts and very educational if you are interested in different cultures, food and attractions ---- I slipped over and badly hurt my right ankle. I arrived at the airport in a wheel chair and the LION AIR staff took over my plight with such..."
"484","rn408984758","First time on thai lionair... Pretty good experience",4,"Reviewed August 22, 2016
","Was expecting it to be the usual budget carrier but was surprised at the little touches it offers- light snacks and 15kgcheck in baggage. These smal differentiators make me consider flying them again . Flight left on time, cabin interior was new"
"485","rn408877770","Not soo great budget airline",3,"Reviewed August 22, 2016
","This airline is a budget airline. Anyway, compare to other budget airline within the southeast region such as AirAsia, NokAir & Malindo Air, I'll definitely put Lion air at the bottom of the ranks. Anyway, for budget traveller who dont really care much about time but really care about money, then, this airline suits you well."
"486","rn406858189","Simple and efficient",4,"Reviewed August 17, 2016
","A simple airline with efficient service. Seats are decent. They serve water and wafers. 1 hr travel, you can't ask for more"
"487","rn406853791","airlines with the most domestic Indonesian route",3,"Reviewed August 17, 2016
","as usual we have a 30 mnt delay for operational reason (this airline notorious for delay but i think there's depent on your own luck )we fly from terminal 3 of soekarno hatta airport at 9.45 pm (last flight to bali) we already check in via the web and just drop our baggage's at the airport, just normal nothing..."
"488","rn406563348","Average Budget Airlines",3,"Reviewed August 17, 2016
","Booking on line was very easy. There are choice of schedule from morning until night. Internet check in was easy. The only issue was the departure was not on time."
"489","rn406467807","budget airline",2,"Reviewed August 17, 2016
","this is an Indonesian budget airline, which serves many flight destination. It often delays, and sometimes the delay time cannot be acceptable (too long). But, I am lucky since I never been experience any delay with Lion Air. It is also cheap and the 20 kg baggage is already included in the flight cost. The legroom is so narrow, and..."
"490","rn405789777","Definitely too late",2,"Reviewed August 15, 2016
","Almost all the Indonesian companies are late. However this one is even worth, they dropped me of my first plane. The second one was really late.Moreover, you have no service during the flight."
"491","rn405216272","budget airline",3,"Reviewed August 14, 2016
","Just a budget airline, but does offer generous luggage allowance.So perhaps better than others. Have flown both direction with it"
"492","rn404839935","Cheap prices but almost impossible to get a refund",2,"Reviewed August 13, 2016
","The flight was late and there was a change in departure gate for which the announcements were delayed. There were two flights boarding from the same gate at the same time - leading to chaos. Tried to cancel one of the reservations in our group booking and it was very hard to get this done"
"493","rn404753907","Worst ground staff performance",1,"Reviewed August 12, 2016
","Worst ever ground staff performance. I noticed, Lion air was the unbelievably longest queue for check in. They didn't make separation for people who made web check in and regular check in. The result was the delay of flight more than one hour.The only good thing was 20 kg baggage allowance. I prefer flying with more 50 dollar Airlines..."
"494","rn404670908","I'm lucky that the flight was on time",3,"Reviewed August 12, 2016
","Lion Air is the largest low cost carrier in Indonesia. They have the largest fleet in Indonesia, but it is not followed by adequate human resources and management. As a result there were many complaints regarding to delay. I was lucky that my flight was not on delay at the time."
"495","rn403917862","Cheap Flights",3,"Reviewed August 10, 2016
","I usually take the earliest flight out of Jakarta if I need to be in Singapore early or for breakfast. So far the first flight out has been quite punctual with the few odd delays now and then about 15 to 20 minutes at times. No meals provided but you can buy simple drinks/ snacks/ cup noodles. However, you are..."
"496","rn403884491","Low price, Low credible",2,"Reviewed August 10, 2016
","I'm often to take this company flight because of the low price but unfortunately they always delayed. Always."
"497","rn403112972","Delay for 5 hours in Bali",2,"Reviewed August 9, 2016
","My flight route is Bali-Jakarta connecting flight Jakarta-Palembang. I went to the airport at 6am in the morning for 8am flight and supposed to arrive in Palembang at 12.45pm local time. It was delayed for 4 hours and after boarding, we need to wait for another hour in the plane. Total for 5hours delay in Bali and arriving in jakarta,..."
"498","rn402710662","Not interested in looking for phone",2,"Reviewed August 8, 2016
","While waiting for our bags my friend realised she had left her phone on the plane. We went to the customer service area and told them what happened. First yhey did the flight had already left for its next destination and then said they checked the seat pocket and it wasn't there. Only when we got a police officer involved..."
"499","rn402456373","avarage service and avarage staff, but some people (staff) is good",2,"Reviewed August 7, 2016
","this is a cheap and budget airlines, but sometime you will be find the ticket price more expensive compare to non budget airlines...depend to the season.overall, most of the staff is cold...but 3 month ago, i find one people ...he is so kind and polite and so profesional. he help be to check in in priority when i told..."
"500","rn402261635","Superb ",5,"Reviewed August 6, 2016
","Online booking - excellentOnline check in - goodFlight on timeComfort - for an hour long flight, fineThe whole process worked like a dream - I was nervous having connecting internal flights but I need not have worried. If only European carriers were as efficient."
"501","rn401570144","my first lion thai flight",5,"Reviewed August 4, 2016
","would like to fly more with thai lion air because of its excellent service :) cheap, comfort and affordable"
"502","rn401513520","Check in CHAOS",3,"Reviewed August 4, 2016
","All check-in counters were network problems so nobody could check in. It was distressing was that instead of going around and inform about the situation put all I could see of Lion Air's staff behind behind their counters and played with their phones. They looked upsetting paralyzed. I flew happily with a small airplane so they managed to depart in..."
"503","rn401328617","Horrible and disappointing",1,"Reviewed August 4, 2016
","I picked this airline for my latest trip from PLM to CGK because I really want to save some money. My plane was supposed to fly on 8.30-ish PM. It was delayed, we boarded the flight on almost 11 PM. According to a transportation rules in Indonesia, when the flight is delayed for min 30 minutes, the airline company has..."
"504","rn401280400","Great value",5,"Reviewed August 4, 2016
","Cheap prices at great value, pleasant experience and perfectly happy with everything, ideal for short domestic flights."
"505","rn401271284","Take this air taxi for short trips",4,"Reviewed August 4, 2016
","Flying from Pekanbaru to Palembang proved to be quite an experience. The nice thing is you do not get off in Jambi but may have to change seats for your next destination in Palembang. The entire flight is dry, not even water let alone a cup of coffee. Coming into Palembang was bumpy with high turbulence due to cross winds,..."
"506","rn401247849","Strictly No-Frill",3,"Reviewed August 4, 2016
","Before you do your ticketing with Lion Air (Except for Malindo), do know well that no matter how early you decide to cancel your flight, you will NOT get a refund on it. Definitely has better and more leg space than its competitors. It also has a 15 kilo free luggage allowance which separates it from the others of its..."
"507","rn401246388","Definite No Frills Airline",4,"Reviewed August 4, 2016
","We had taken Lion Air for a domestic transfer in Thailand, from Phuket to Bangkok, which took about 60mins. If you are looking for the cheapest option, this might be the airlines for you. It was less than half the price of what other airlines offered. No delays as such, flight took off and landed on time. No WiFi on..."
"508","rn401215304","Late Is Our Name ""LION"" AIR",2,"Reviewed August 4, 2016
","I already check-in online from website, on the date we went to check-in counter for only drop baggage service, they were very slow we 15 person (with 12 suitcase wanna drop baggage) its take about one and a half hour.original flight was 18:15announcement for delay until 19:25 .. (at 19:15 no announcement and gates still not open yet..."
"509","rn401188560","bad time management",1,"Reviewed August 4, 2016
","the worst. my boarding time at 13.40 pm and I just get into the plane at 16.00 pm. why they're always delayed?"
"510","rn401175595","Quite nice flight",3,"Reviewed August 4, 2016
","Quite nice flight without any delay and take off on time. Just a little bit not satisfied with the landing (wasn't so smooth)."
"511","rn401157598","No improvement on flight schedules",3,"Reviewed August 3, 2016
","1. flight from jakarta on sunday at 18.15 supposed arrived on 19.10 Bali Time, get delayed for more and less 1 hoursi assumed previous flight with no more than 3 hours delayed this time will no delayed again..still with delayed, i do not know when the management will improve the schedules time and ground handling staff to be more..."
"512","rn401147767","Always the THRILL lately with Lion",3,"Reviewed August 3, 2016
","Made one day trip, flying in the morning, fly back on late afternoon.Recently the Air Line Company has operational problem as news often.Fortunately, morning flight was landed earlier than scheduled. It was happy enough!!Unfortunately, evening flight was late about an hour or so. I am not sure it is call kebiasan(normal) with the Air Line Company.The..."
"513","rn401145610","Not too bad, despite the past history",3,"Reviewed August 3, 2016
","It was a domestic flight but overall the service, seats and legroom were acceptable. Price wise, well, one of the more affordable airline"
"514","rn401136816","Amazingly, people are still using their service, despite of their famous delay!",3,"Reviewed August 3, 2016
","Lion is very famous with their delayed flight. Well, for me, as inconvenient as it may sound, I will still consider flying with them because of one reason: they have so many flights schedule to choose from."
"515","rn401135089","Cheaper alternative to fly Jakarta-Penang",3,"Reviewed August 3, 2016
","Normally I travel from Jakarta-Penang either by direct flight (Airasia 1x daily) , by transit via SIN (Jetstar or Tiger Air) or via KUL (Airasia or Malaysia Airlines). This time decided to try using Lion Air via Medan (KNO), specifically Batik Air for Jakarta-Medan, and Lion Air for Medan-Penang. Flight cost around IDR 1,2 mil nett/pax, which was much cheaper..."
"516","rn401123149","Smooth flight",4,"Reviewed August 3, 2016
","Another classic Lion Air flight for the two hour trip to Yogyakarta from Padang. The flight was smooth and seamless with cabin crew barely appearing down the aisle as they hanged out at the front behind the curtain. To be fair there was no service to be given besides the safety briefing and every one just got down to some..."
"517","rn401112133","For a discount airline - the least aggravating and they fly Boeings!",4,"Reviewed August 3, 2016
","As a pilot, I jumpseat home from the US to Thailand almost every month, and have noticed how every airline operates. There are continual annoyances and aggravations with every discount carrier both in the US and Asia, but I was happily surprised with Lion Air. First, they fly Boeing 737s, not Airbuses, which is rare in Asia. From the pilot..."
"518","rn401104816","Best value for money",5,"Reviewed August 3, 2016
","We have used this airline a few times for domestic flights. Cannot fault it on price,free 20 kl baggage, free water and snack on board. Flights have been on time, efficient crew and clean planes. Easy booking on line will definitely be using it again."
"519","rn401097056","Lack of maintenance",3,"Reviewed August 3, 2016
","So far, flight depart time is on time.But when I flight, I see any lack of Aircondition (leaking) from compartment area.I hope management will check all airplane's condition and make it more comfortable.."
"520","rn401097012","no complains",4,"Reviewed August 3, 2016
","Lion is a no frills low cost carrier with a reputation of being (too) late. However outbound and inbound perfectly on time, friendly check in staff and request for a seat next to the emergency exit (long legs...) was immediately honored. No complains at all with a low cost per mile."
"521","rn401074603","Great quality and service for the price",5,"Reviewed August 3, 2016
","I was impressed by the service standard, compared to other Budget airlines. I was particularly happy with how thier website / booking system doesn't try and add hidden charges and the fact that you get 30kg luggage included is great! I thought the plane was well maintained and the leg room good. I would definitely fly with them again."
"522","rn401071658","Normal flight aside from delay. But that's normal too.",3,"Reviewed August 3, 2016
","Fairly average flight. Uneventful 1h 20min from Singapore to Jakarta aside from the 1h 20min delay out of Singapore.I sensed something was amiss upon checking in when I was told to check the display boards for the gate number. I was already fairly late in checking in, doing so just a bit more than an hour before flight time...."
"523","rn401063622","Good value for money",3,"Reviewed August 3, 2016
","No frills expected or offered but on time. Cabin attendants polite and friendly although no service and we worried that they did not enforce safety rules."
"524","rn401056180","Low-cost, on-time, friendly check-in, no inflight service",4,"Reviewed August 3, 2016
","Contrary to some other reviews I found the flight on-time and the check-n staff very friendly. Boarding was very efficient and the seat good enough to fall alseep in. The plane was one of the new 737-800 models and I felt safer than in Air Asia planes. The service was just about non-existent - the trolley sped down the aisle..."
"525","rn401053895","Punctual Team",4,"Reviewed August 3, 2016
","Latest flight last weekend at 17pm round. Punctual time to depart and reach there before time. Unfortunately, loading luggage is too long with 20-30 minutes to wait.Need to adjust on this."
"526","rn401045620","What a horrible landing and never-ending delay :-(",2,"Reviewed August 3, 2016
","I was actually flying in August 2010, but could not find the option at the appropiate section, therefore excuse me please for just putting Sept 2015 instead.It was started with a crazy queue at the check in desk, then the delay, that also happened the other few times I took flights from this airline.Then come the worst, I..."
"527","rn400933333","Not the worst neither not the best but worth the money",2,"Reviewed August 3, 2016
","Not the worst neither not the best but worth the money. It really make sense. Sometimes in the webpage direct booking is always cheaper compare u book through other travel e-commerce (Expedia, traveloka). Make sense the cheaper price we pay for the more troublesome we will have such as flights delay, small seat, uncomfortable seat, not perfect clean lavatory and..."
"528","rn400904041","same as all the others domestic",3,"Reviewed August 3, 2016
","Nothing really any different from any of the other local flights. except you will get a water an a small snack and unlimited baggage if need."
"529","rn400885544","Absolutely NO Frills",2,"Reviewed August 3, 2016
","Check in was okay because I was early. They seemed unconcerned at extra kilos. At departure lounge there was absolute chaos and the flight was delayed leaving by more than an hour without any communication on the reason. Seat pitch is very small and legroom abysmal. Food has to be paid for and it is of no quality. Slow to..."
"530","rn400884850","No complaints",5,"Reviewed August 3, 2016
","Journey was splitted into 3 flights.We had excess baggage, but were not charged on any of the flights. Whenever we asked we got a seat at the emergency exit. Maybe it was luck, but I read a lot bad about Lion Air and made only good experiences."
"531","rn400607994","A comedy of errors",1,"Reviewed August 2, 2016
","I flew with Wings Air (part of Lion Air) as a part of a party of four surfers. We travelled from Bali to Sumbawa Besar via Lombok on Tuesday 19/7/16 and made the return trip on Friday 29/7/16.In summary of our experience DO NOT fly Wings Air to get to your destination, particularly if you are a surfer.Cost..."
"532","rn400487868","Low cost carrier with some delay problems",4,"Reviewed August 2, 2016
","In General it`s a good Airline. Low cost but with much more friendly and spacious cabin like european low cost Airlines. Very friendly cabin Crew. On short tracks no meal in economy class.Problems with delays (General Problem in Indonesia). We feel safe all the time.Mostly operate the national flights with 737-800, solid aircraft.We enjoy traveling with Lion air,..."
"533","rn399508756","Worst flight I ever had!!!",1,"Reviewed July 31, 2016
","We booked an 8 pm flight from Surabaya to Lombok. The flight was supposedly delayed by 30 minutes, but eventually we boarded the plane at 8:10 pm. Everyone seemed to be on board, the crew did their compulsory safety thing, and the captain explained in Indonesian and barely understandable English what our estimated arrival time would be. Then, things started..."
"534","rn398908119","Really bad Service",1,"Reviewed July 29, 2016
","Really bad, worst experience and service ever experienced.- Started late from Singapore 7pm (scheduled 5pm), 2 hours late,- arrived late 2 hr in Soekarno Hatta Jakarta,- landing in ""wrong"" site of the airport because faraway from Immigration and custom, and need tarmac bus- waiting 45 minutes on the ground (inside of the plane plus standing on..."
"535","rn398812368","Airways with new armadas",4,"Reviewed July 29, 2016
","Their all new armadas makes me feel so compertable while Flying. I like the inflight megazine. Unfortunately, they don't have good choices of inflight meal. I missed the menu list in almost all flights."
"536","rn398664693","just an ordinary airlines",3,"Reviewed July 28, 2016
","the most cons thing of this airline is they are delay so often. their service is average, sometimes the airplane smells not so good. but they flight more often than others and the price is usually cheaper"
"537","rn396453976","This Airline Takes The Cake",2,"Reviewed July 24, 2016
","Nastily inadequate legroom. Dysfunctional air conditioner in the cabin. Rubbish left behind by passengers on the previous flight in the front seat pocket. Folded and torn inflight magazines. Unappetising inflight meals and drink offerings. Luckily it was a short flight."
"538","rn396057578","Very very bad service at Check-in counter",1,"Reviewed July 23, 2016
","We travelled with a group from DMK to CNX. The girl at the check-in counter is not helpful at all. We travelled in a group of over 40+ and only one luggage is over 15kg among 40+. Others are just 10 to 12 kg. Almost all the airlines allowed some extra allowance if you are travelling in group. Thai Lion..."
"539","rn394996117","Never use Lion Air for connecting flights!",1,"Reviewed July 21, 2016
","Hi,Lion Air = delayed flight.They won't cover ANY of your extra expenses for rebooking to the final destination.RegardsMichael, Denmark"
"540","rn393086846","Budget Flight",4,"Reviewed July 15, 2016
","A good budget flight but the main disadvantage of this service is delay. most of the flight run delay. Seat were comfort."
"541","rn392760517","Best budget airlines in Thailand",4,"Reviewed July 14, 2016
","Thai Lion air become my regular domestic airline. It offers competitive prices with fair service. However, the ground staff at the gate, and air crew doesn't seem to have sufficient English skills, especially speaking. Although I'm Thai and quite familiar with ThaiLish accent, their communicative skills are far beyond the word ""comprehensible"". They obviously need more training on the language,..."
"542","rn392012383","Extra weight",3,"Reviewed July 13, 2016
","Just make sure that you buy the necessary bag allowance because the extra weight CANNOT be purchased online -- only through the airline's authorized call center and/or through their ticketing office. It's a low cost carrier but they offer water and snack on board."
"543","rn390910042","cheap",2,"Reviewed July 10, 2016
","It was cheap, quite a scary ride to be very honest, the attendents werent all that attentive and so was not always around to help out. They took out alot of stuff like hot towels and water service before taking off or landing to cut down cost.... overall! it gets you there.... most of the time"
"544","rn389918356","Cheap and easy",3,"Reviewed July 6, 2016
","Cheap and easy domestic airline.Brand new fleet with very comfortable seats.Do not accept to stay in the last row as the seats do not go recline.They could fly from the main airport as going to Don Muang gets to far and there is still no Sky train or airport link."
"545","rn388362804","Allowed 15 kg free loading,Cheap flight,got mini dessert",4,"Reviewed July 2, 2016
","1.I got a cheap flight from Bangkok (DMK) to Phuket(HKT) 1250 bath for2 person,so worthy.2.Easy to advanced check-in;by online website or app and got the ticket,you can show print or show online ticket to Immigration officer.3.Boarding and Take off on time so my flight is landing on time too.4.Flight attendant so nice ,politely ...oh you should get..."
"546","rn388137349","Save my trip",5,"Reviewed July 1, 2016
","A friendly flying times with Lion Air. It serve us with competitive price but still serving in best quality."
"547","rn385766587","They love delay",2,"Reviewed June 25, 2016
","This flight is quite good to have some to remote area.But really, they really love delay. When you have tight schedule, better off this one. Finde another.I had a chat with some tourist , they said, why should be delay and screw up passanger time.""Doesnt meat to pay only USD $ 60 from CGK - DPS, you..."
"548","rn385689994","Air hostess slept throughout the flight",1,"Reviewed June 24, 2016
","I am writing you this to express my concerns with regards to staff on the flight from Lombok to Denpasar on the 24th of June 2016 at 10am. The air hostess slept on her chair for the entire flight once we had taken off. This behavior does not give me confidence in this airline at all. Please see attached photo...."
"549","rn385681657","Lion Air",4,"Reviewed June 24, 2016
","It should be mentioned that apart from using fairly new aircraft, Lion Air have now introduced a Frequent Flyer scheme, which is worth joining if you are going to use their service more than once?"
"550","rn385566128","Nerve wracking",2,"Reviewed June 24, 2016
","I used the airline a couple of times during my trip to Indonesia and the flights were delayed each time which nearly caused me to miss my connecting flight. On one flight the air hostess was eating her dinner while passengers were boarding and she did not acknowledge anyone. I also felt unsafe due to the reputation of the airline,..."
"551","rn384998247","Delay and delay",2,"Reviewed June 22, 2016
","Price was about good but the time respect was very bad, at first the flight delay about 30 min, and when we arrived we still wait in the aircraft for a long time , even the bags are delay about 60 min after landed"
"552","rn384893522","Swift online booking",4,"Reviewed June 22, 2016
","We are using Lion Air often for our inter-island travel. Lion Air or its subsidiary Wings Air is able to show you a great deal of Indonesia at budget prices. You do not get full meal service for that, but you do get modern, young, well maintained aircraft and helpful staff"
"553","rn384427137","Good service, easy to book",4,"Reviewed June 20, 2016
","We flew many times this year with Thai Lion Air. Consistent service, Most flight left on time. Most happy with the price and the easy way too book, price you see on the website is the real price (no add on with taxes, etc). There is on option for some extra services/insurance, but if not wanted, its easy to skip."
"554","rn384398214","Lion Air",4,"Reviewed June 20, 2016
","Using new aircraft, they try to offer an efficient service, but delays do occur. Efficient service and smooth flight."
"555","rn383893566","Great low cost high quality flight",4,"Reviewed June 19, 2016
","We travelled through Lion Air flights across various places in Indonesia. its a great flight, easy to book, on time , good service, low cost , multiple options of timing available. One of the flights had a delay in luggage , but most others were very convenient."
"556","rn382638160","What Can I Say...",3,"Reviewed June 14, 2016
","They say ""it is worth the price."" Well thats what happened with this airline.I would have been given ""bad"" but this cheap price they offer is simply undeniable. So, what can I say?"
"557","rn382621999","Thai Lion Air (DMK-CNX, CNX-DMK)",5,"Reviewed June 14, 2016
","Flew domestic to connect from Singapore to Chiang Mai. Could have gone on a direct flight from SG to CNX, but decided to stopover in Bangkok to meet a friend. So the route was detoured/transit at Don Muang Airport. Very happy with the newer, fresher, updated Don Muang Terminal 2 (which is for domestic flights). If you're a foodie, you'll..."
"558","rn382346572","Inexpensive ticket",5,"Reviewed June 13, 2016
","Inexpensive ticket.On time.Checking-in is a bit busy with long queue even though you have done web check-in.There is no special counter for web check-in.Complimentary snack and drink are provided on board."
"559","rn381893097","Horrible Lion",1,"Reviewed June 12, 2016
","Lion Air is a joke. My partner and I had to unfortunately take 3 flights with them within the span of 2 days... Never again. They ruined the end of my trip because most of it was spent at the airport in chaos.The first plane was from Lombok to Bali. This one was delayed by 3 hours and they..."
"560","rn381014509","First Flight with Thai Lion Air",3,"Reviewed June 8, 2016
","It's such an honour to fly with Thai Lion Air since it's the debut flight from Jakarta to Bangkok and it's kinda surprise me that Lion Air has affiliation in Thailand beside in Malaysia with Malindo. Got snacks here and also drinking water."
"561","rn381008255","delayed!",2,"Reviewed June 8, 2016
","its not only the flight was delayed for more than 6 hours. they dont know when are we flying and when asked for return of ticket when i suppose to get full return i only get partial and untill today theres no clarification on how am i suppose to get the rest of it."
"562","rn379812214","good low cost airline",3,"Reviewed June 4, 2016
","Lots of routes in Indonesia and low cost prices. I flew with them many times and had no problems. Some popular flights might be overbooked."
"563","rn379520641","Good budget flight for it's international route",4,"Reviewed June 3, 2016
","I took the very first flight on May 9th and it's just right on time. Actually it's also my first 'on-time' flight experience with Lion Air. I took CGK-SIN & SIN-CGK route with Lion Air also on August 2015 but has to be delayed for maximum 30 mins, but after all it's just good. The price is good for budget..."
"564","rn379309620","For a budget flight, Good enough",4,"Reviewed June 3, 2016
","Ok. First, this is a budget flight an of course you will get only flight and nothing more.. they did gave u some water to drink so.. its good enough for the price.Second, there might be some delay and the people on check-in desk is not so friendly (more like robot i say)Third, for the seat its small..."
"565","rn377822355","Restructuring is needed",3,"Reviewed May 30, 2016
","This Airlane give us chance to fly with low price and there are many trafic and destination will be found. But, it definately not recommanded for tight time travel.I get twice postpone at one flight when I was travel from Surabaya to Jakarta, it take 3 hours."
"566","rn376755407","Lion Air From Bangkok to Krabi",4,"Reviewed May 26, 2016
","Very cheapest airlines from Bangkok to go to Krabi only 45minutes than we took bus 1 day 1 night. Oh My God. I recomendded you to buy Lion Air ticket to go to Krabi than get the bus. Friendly cabin and nice seat."
"567","rn375973646","without any flaw",4,"Reviewed May 23, 2016
","Booking online was easy, the check-in without any problems, flight was on time and without any problems, arrival at Don Muang and luggage claim without any problem. The luggage allowance (15 kg ) is even better than Air Asia. Seat space is a bit limited but for a domestic flight no problem."
"568","rn375645597","<U+0E42><U+0E2B><U+0E25><U+0E14><U+0E01><U+0E23><U+0E30><U+0E40><U+0E1B><U+0E4B><U+0E32><U+0E1F><U+0E23><U+0E35>",4,"Reviewed May 22, 2016
","I Book this Airline because Ticket price promotions.This airline very Good value for money. Cabin crew nice friendly but Not enthusiastic. The cabin very clean. Passengers can load free bag 15 kg. Free some Snacks & drinking water."
"569","rn375643433","Poor Airline",3,"Reviewed May 22, 2016
","Lion Air has many of flying route in Indonesia but its service is worst. Do not hope to much from this airline. If you have an important event or meeting, it is better using another airline because it usually does not arrive on time. You are also advised not to put some valuable goods in baggage because it is not..."
"570","rn374144484","Thai Lion Air",2,"Reviewed May 18, 2016
","Legroom horrible, really no space between rows. Staff was friendly. Check in quick. Free biscuit and water. 15 kg luggage included and I paid only 625 THB ! Hand luggage limited to 20x30x40 cm which is very small. Arrived on time."
"571","rn373531087","Fly with Batik Airways",3,"Reviewed May 16, 2016
","It was a good flight with Batik Air, a subsidiary of Lion Air Group. The airlines provide food and drink. It also has personal entertainment for the passengers."
"572","rn373508666","Only used once",4,"Reviewed May 16, 2016
","I have only used Lion Air the once, but that is only because they do not have a great selection of flight times and has not fit into my itinerary. It was a great experience and a very low cost. I will try to use Lion Air again in the future"
"573","rn371679726","Don't try and change a flight without having a nation debit\credit card",1,"Reviewed May 10, 2016
","I tried to change my flight which was already booked from a morning to an evening flight, because of transport delays. I was unable to because I didn't have a Thai payment card. I tried Last Minute.com, a local agent and the airline directly - none of them were able to process a flight change without a national payment card...."
